-231.374,-571.65,-78.871,594191
-104.741,43.7189,-536.262,486921
0.546605,-0.732782,-0.405282,1614.19
-219.064,-575.291,-87.1229,609509
-86.4645,42.4411,-539.613,495976
0.572475,-0.723418,-0.385926,1607.53
-219.897,-574.921,-87.4617,609936
-86.0099,42.7452,-539.661,496308
0.571625,-0.724188,-0.385742,1606.72
-220.174,-574.844,-87.275,607363
-89.4586,43.8395,-539.013,491709
0.569507,-0.723093,-0.390894,1611.69
-218.886,-574.859,-90.3577,610615
-89.3145,46.443,-538.818,488065
0.571249,-0.719817,-0.394382,1614.17
-216.8,-575.025,-94.2468,614336
-87.1652,48.9607,-538.947,484448
0.575043,-0.716093,-0.395648,1616.53
-222.921,-573.618,-88.3595,603343
-92.0319,46.2825,-538.375,485395
0.564599,-0.723842,-0.396585,1616.61
-218.995,-574.851,-90.143,610025
-88.8097,46.085,-538.932,487699
0.571368,-0.72029,-0.393346,1614.39
-217.318,-575.553,-89.7213,615599
-89.7322,45.7047,-538.812,488484
0.573059,-0.718566,-0.394039,1612.49
-219.467,-575.001,-88.0135,611080
-83.6987,42.3708,-540.054,498643
0.57334,-0.724396,-0.382795,1609.6
-217.572,-575.677,-88.3002,612951
-80.9703,41.3592,-540.548,503584
0.577139,-0.723532,-0.378699,1609.12
-218.58,-575.118,-89.448,613135
-78.8485,41.8565,-540.824,504181
0.576867,-0.724659,-0.376954,1608.34
-219.094,-574.933,-89.379,612927
-82.4614,43.1528,-540.183,499214
0.574437,-0.723657,-0.382548,1611.02
-218.67,-574.925,-90.465,614208
-82.0758,43.9651,-540.176,499071
0.575177,-0.722689,-0.383265,1611.47
-217.355,-575.393,-90.6528,616077
-79.5596,43.0386,-540.627,502257
0.578108,-0.722371,-0.379435,1609.33
-217.417,-575.634,-88.963,613643
-82.6033,42.5275,-540.21,500358
0.576536,-0.722249,-0.382052,1611.2
-214.002,-576.311,-92.776,619455
-79.0345,44.3,-540.602,500488
0.582678,-0.717925,-0.380881,1611.73
-213.948,-576.753,-90.1159,618711
-76.9213,41.0687,-541.161,506340
0.583765,-0.720511,-0.374276,1607.4
-211.553,-578.335,-85.5124,619128
-72.3483,34.8154,-542.23,519705
0.588986,-0.722952,-0.361159,1599.04
-210.441,-578.651,-86.121,621611
-72.671,35.3336,-542.153,520536
0.590256,-0.721335,-0.362317,1599.08
-212.175,-578.439,-83.2384,616417
-74.452,33.4979,-542.028,522872
0.587208,-0.724151,-0.361652,1598.93
-209.17,-579.514,-83.37,619922
-75.1229,33.4025,-541.941,522268
0.590723,-0.720815,-0.362591,1600.08
-206.716,-579.661,-88.3208,626013
-69.6701,35.8472,-542.513,521809
0.596373,-0.717442,-0.360022,1599.72
-210.188,-578.299,-89.0472,621954
-77.3395,39.6183,-541.21,510361
0.58837,-0.717323,-0.373187,1608.78
-205.212,-580.054,-89.239,625435
-77.05,38.9255,-541.302,506409
0.594813,-0.712374,-0.372452,1609.96
-196.45,-581.339,-99.9561,640903
-77.2669,47.6059,-540.576,498208
0.605652,-0.696512,-0.384782,1623.95
-197.694,-580.465,-102.55,640387
-80.4547,51.2041,-539.782,492531
0.602557,-0.694645,-0.39293,1626.98
-196.671,-581.039,-101.258,640906
-80.3007,49.7869,-539.937,495020
0.603899,-0.694561,-0.391013,1625.78
-192.759,-582.059,-102.907,647153
-77.664,49.8823,-540.314,496376
0.61001,-0.690656,-0.388434,1624.07
-192.227,-582.183,-103.204,647409
-78.047,50.1883,-540.231,495536
0.610478,-0.689754,-0.389302,1624.26
-192.627,-581.81,-104.548,648331
-76.043,50.8977,-540.45,497385
0.610954,-0.690129,-0.387888,1622.93
-192.546,-581.915,-104.114,646856
-74.5841,50.0432,-540.733,500301
0.611751,-0.690965,-0.385133,1622.8
-191.843,-582.412,-102.621,643737
-78.2101,49.635,-540.258,498044
0.610869,-0.689685,-0.38881,1626
-190.377,-582.816,-103.055,646497
-75.9628,49.1365,-540.624,500309
0.61375,-0.688872,-0.385702,1625.16
-190.356,-582.925,-102.481,645117
-77.0421,48.9214,-540.491,499586
0.613256,-0.68877,-0.386669,1626.67
-193.633,-581.957,-101.835,643758
-76.8385,48.7768,-540.533,501312
0.609335,-0.692607,-0.386013,1624.33
-189.923,-583.119,-102.179,648754
-75.3062,48.0593,-540.813,501619
0.61462,-0.689266,-0.383607,1623.64
-186.49,-583.741,-104.91,651918
-76.4396,50.3903,-540.442,496457
0.618253,-0.683474,-0.388106,1628.31
-185.69,-584.079,-104.452,651268
-73.8359,49.0915,-540.923,498232
0.62047,-0.684065,-0.3835,1627.62
-186.132,-583.134,-108.85,654148
-72.486,52.8435,-540.752,493922
0.620572,-0.682197,-0.38665,1628.85
-188.49,-583.059,-105.131,652928
-74.6347,50.3784,-540.695,492241
0.616688,-0.686144,-0.385878,1625.21
-187.674,-582.859,-107.67,655223
-77.1127,53.3286,-540.064,491511
0.61649,-0.682543,-0.392523,1628.16
-185.614,-583.318,-108.751,658274
-77.2946,54.054,-539.966,490526
0.618901,-0.679636,-0.393773,1628.62
-185.955,-582.938,-110.195,658635
-76.4891,55.2147,-539.963,489161
0.618878,-0.679362,-0.394281,1628.82
-186.45,-583.748,-104.944,653333
-75.8977,50.2592,-540.53,492714
0.618563,-0.683642,-0.387316,1626.22
-183.33,-584.296,-107.363,657828
-74.9698,51.7516,-540.519,492117
0.622779,-0.679234,-0.388313,1627.52
-188.493,-583.798,-100.941,651174
-70.8305,45.3717,-541.649,495574
0.618477,-0.690485,-0.375122,1618.97
-182.752,-583.832,-110.818,658919
-75.2512,54.9376,-540.165,490652
0.623341,-0.676209,-0.392668,1630.11
-184.038,-583.739,-109.165,656310
-71.6797,52.5913,-540.884,497355
0.623485,-0.680187,-0.385503,1627.8
-184.457,-583.881,-107.693,653949
-72.5136,51.5278,-540.875,498111
0.622587,-0.68123,-0.385112,1628.46
-183.728,-584.344,-106.416,654470
-72.3916,50.2016,-541.016,499538
0.623524,-0.681372,-0.38334,1627.09
-183.255,-584.471,-106.536,655618
-70.9349,49.8286,-541.244,499811
0.624779,-0.681424,-0.3812,1627.5
-183.354,-585.71,-99.313,648900
-75.7513,44.5356,-541.052,504651
0.622375,-0.684219,-0.380124,1625.43
-188.27,-584.671,-96.1947,642806
-71.8333,41.2353,-541.848,513337
0.618281,-0.692876,-0.371014,1620.28
-186.545,-584.587,-99.9884,648232
-71.9336,44.5307,-541.573,508308
0.620331,-0.688638,-0.375457,1623.29
-186.827,-584.731,-98.6098,646083
-70.3408,42.8271,-541.92,500916
0.620732,-0.690461,-0.371424,1624.44
-187.131,-584.989,-96.4782,644242
-72.3624,41.49,-541.758,498956
0.619418,-0.69131,-0.372037,1624.69
-178.451,-585.736,-107.736,657954
-80.3234,52.8143,-539.646,488064
0.626015,-0.671664,-0.396197,1638.76
-179.426,-585.485,-107.479,661426
-63.1461,47.971,-542.375,492372
0.63293,-0.68011,-0.369932,1626.54
-179.315,-585.895,-105.412,664501
-60.9025,45.4109,-542.852,493750
0.634054,-0.682215,-0.364086,1624.53
-186.436,-585.23,-96.3647,656834
-67.1005,39.7387,-542.566,494237
0.622696,-0.692771,-0.363757,1620.73
-182.506,-585.656,-101.182,663238
-62.4806,42.3441,-542.92,496667
0.629524,-0.68754,-0.361923,1626.13
-174.968,-586.11,-111.355,675988
-51.4253,47.7652,-543.63,499964
0.643268,-0.677866,-0.355955,1622.81
-182.961,-585.818,-99.4041,659133
-59.6156,39.924,-543.426,503687
0.630228,-0.69025,-0.355482,1626.12
-186.399,-584.607,-100.145,654989
-55.3601,39.7681,-543.887,503194
0.627874,-0.695096,-0.350166,1625.21
-175.273,-583.656,-123.141,684260
-34.0516,53.9201,-544.419,505084
0.649598,-0.678492,-0.343032,1651.93
-171.054,-584.137,-126.739,685880
-31.8185,56.3064,-544.313,502270
0.655419,-0.672805,-0.343161,1670.62
-178.524,-582.38,-124.507,676091
-32.8741,55.1335,-544.37,502695
0.646118,-0.68168,-0.343283,1666.48
-150.661,-588.465,-132.473,702778
-26.3132,58.6928,-544.355,510659
0.681037,-0.64948,-0.338179,1677.35
-135.148,-593.397,-127.095,709339
-19.1134,51.1705,-545.413,530136
0.700841,-0.637921,-0.319184,1674.83
-124.144,-596.906,-121.78,716113
-14.1221,44.7686,-546.128,546242
0.714459,-0.629905,-0.304578,1668.29
-118.713,-598.28,-120.446,723528
-10.0948,42.5746,-546.392,550445
0.721544,-0.625698,-0.296439,1671.09
-115.266,-599.573,-117.324,729467
-3.96577,38.4761,-546.775,552656
0.727047,-0.625339,-0.283468,1672.09
-110.741,-600.75,-115.65,739076
6.07036,35.0378,-546.987,561647
0.734613,-0.624199,-0.26593,1671.61
-112.463,-602.019,-107.072,734658
15.4289,25.4662,-547.332,581954
0.735127,-0.633004,-0.242681,1676.16
-111.371,-602.461,-105.716,737335
18.0048,23.7667,-547.33,575223
0.736883,-0.633039,-0.2372,1682.19
-101.38,-604.67,-103.124,746791
22.4799,20.8728,-547.283,574784
0.748366,-0.623232,-0.227003,1676.52
-80.2823,-608.928,-96.4392,764574
24.2972,15.2749,-547.39,580809
0.770169,-0.599979,-0.216483,1664.52
-52.37,-612.857,-90.5672,792932
30.4137,10.4876,-547.197,595054
0.798304,-0.567892,-0.200523,1647.06
-41.0849,-615.973,-73.6768,782742
34.6219,-4.31336,-547.03,617628
0.809545,-0.559284,-0.178434,1634.02
-31.7872,-617.949,-60.5558,776678
45.0101,-16.0237,-546.055,641732
0.819874,-0.552352,-0.15071,1617.48
-14.93,-618.11,-65.2403,797835
65.9698,-11.3727,-544.038,650012
0.83775,-0.532099,-0.122659,1594.81
-8.06908,-619.194,-55.4324,785239
77.9645,-19.5587,-542.216,657682
0.844876,-0.526335,-0.0956895,1580.24
9.50811,-620.209,-42.2966,779691
75.2877,-28.8446,-542.18,652829
0.859159,-0.50372,-0.0900724,1565.14
25.6647,-620.703,-24.6643,765713
78.5058,-42.1835,-540.848,663723
0.872246,-0.483675,-0.0724225,1544.75
43.5706,-619.599,-27.1565,776298
89.7909,-37.0816,-539.464,669635
0.88671,-0.458642,-0.0582494,1525.48
54.9325,-618.74,-26.1018,773716
85.9872,-36.7142,-540.109,660800
0.894625,-0.442124,-0.0645992,1519.59
69.9518,-617.465,-19.5548,757764
82.685,-40.7923,-540.332,654906
0.904716,-0.420749,-0.0667726,1482.28
79.7106,-616.416,-14.7005,745383
84.7606,-43.5523,-539.794,654739
0.9114,-0.406935,-0.0612741,1452.01
88.2548,-615.303,-12.3511,730217
86.2378,-44.3092,-539.499,650722
0.917041,-0.394499,-0.0583608,1423.49
100.892,-613.278,-15.7967,722607
86.6534,-39.5713,-539.8,644174
0.924916,-0.375208,-0.0612347,1392.16
130.036,-607.76,-16.0263,692722
87.0154,-35.4879,-540.026,627441
