643.395,115.185,653.158,70669.2
62.2262,891.303,-101.793,140971
-0.410079,0.390394,0.824274,440.09
644.048,115.424,652.472,68585
63.3626,891.042,-103.365,140485
-0.408919,0.39236,0.823917,439.873
644.64,115.623,651.851,66563.3
64.5095,890.782,-104.881,139993
-0.407833,0.394281,0.823538,439.653
645.175,115.709,651.307,64637.1
65.6516,890.539,-106.228,139541
-0.406821,0.396041,0.823194,439.466
645.76,115.855,650.701,62568.8
66.8296,890.274,-107.707,139071
-0.405731,0.397938,0.822817,439.241
646.181,116.06,650.246,60514.6
68.0276,889.996,-109.247,138591
-0.404847,0.399901,0.822301,439.04
646.678,116.194,649.728,58516.4
69.1799,889.731,-110.669,138113
-0.403873,0.401732,0.821887,438.85
647.038,116.184,649.372,56597.6
70.3203,889.494,-111.849,137645
-0.40308,0.403334,0.821491,438.662
647.668,116.13,648.753,54580.3
71.3503,889.274,-112.939,137169
-0.401961,0.404796,0.821321,438.523
647.978,116.361,648.402,52568
72.3785,889.013,-114.331,136693
-0.40126,0.406542,0.820801,438.358
649.338,115.92,647.119,50548.9
73.3314,888.845,-115.03,136255
-0.399196,0.407587,0.821289,438.333
649.648,116.374,646.726,48553.5
74.3596,888.537,-116.736,135791
-0.398491,0.40962,0.820619,438.181
649.456,116.832,646.836,46641.7
75.3891,888.243,-118.304,135343
-0.398447,0.411538,0.819681,437.967
649.825,116.801,646.471,44609.8
76.4091,888.015,-119.355,134880
-0.397663,0.412959,0.819347,437.869
653.566,112.401,643.473,42519.5
79.3993,888.024,-117.323,134176
-0.391822,0.412311,0.822481,437.294
650.71,117.046,645.536,40573.4
78.6129,887.451,-122.089,133970
-0.395847,0.41645,0.818459,437.644
649.978,117.821,646.133,38744.1
79.1186,887.222,-123.419,133576
-0.396667,0.417923,0.81731,437.832
653.411,116.603,642.883,36632.2
80.6708,886.957,-124.314,133072
-0.391652,0.419348,0.818997,437.316
652.499,117.709,643.607,34703.6
81.6307,886.562,-126.485,132613
-0.392579,0.421806,0.817289,437.31
647.517,119.982,648.202,33204.5
79.8833,886.74,-126.357,132457
-0.399682,0.421035,0.814238,438.364
645.515,122.284,649.767,31352.8
82.7815,885.706,-131.633,131925
-0.401439,0.427238,0.810132,438.564
655.974,117.108,640.175,28549.7
84.9134,885.747,-129.989,131236
-0.386953,0.426388,0.817595,436.805
658.907,116.413,637.282,26501.6
86.4482,885.372,-131.522,130796
-0.382543,0.428378,0.818629,436.357
666.291,116.71,629.504,24389.6
86.3199,884.957,-134.366,130631
-0.372546,0.430693,0.822018,436.265
657.944,117.164,638.14,22566.3
88.0193,884.878,-133.786,129918
-0.383357,0.43119,0.81677,436.505
652.516,120.665,643.042,21086.9
88.0091,884.427,-136.745,129651
-0.390614,0.434089,0.81178,437.53
653.077,121.511,642.312,19055.3
89.6847,883.792,-139.727,129191
-0.389347,0.437554,0.810528,437.313
653.372,121.888,641.941,17225.3
90.5523,883.471,-141.189,128786
-0.388683,0.439271,0.809918,437.265
653.69,122.202,641.558,15200.4
91.4558,883.15,-142.61,128344
-0.387977,0.440964,0.809336,437.185
654.079,122.477,641.109,13188.6
92.6431,882.754,-144.281,127878
-0.387083,0.443009,0.808647,437.125
650.431,122.226,644.856,13880.8
93.2903,882.855,-143.246,127987
-0.391718,0.44247,0.806708,436.662
646.633,121.941,648.719,14659.6
93.7471,883.017,-141.944,128122
-0.396572,0.441612,0.804804,436.181
642.47,121.591,652.907,15474.9
94.1209,883.228,-140.371,128259
-0.401882,0.440485,0.802785,435.658
638.636,121.238,656.723,16237.5
94.6523,883.377,-139.075,128382
-0.406668,0.439677,0.800815,435.167
634.797,120.921,660.493,16992.2
95.1997,883.508,-137.857,128506
-0.411414,0.438955,0.798785,434.714
630.511,120.486,664.664,17746.5
95.5738,883.726,-136.194,128634
-0.416739,0.437768,0.796673,434.157
626.64,120.137,668.378,18480.6
95.9953,883.887,-134.846,128764
-0.421479,0.436881,0.794664,433.699
622.421,119.712,672.384,19217.5
96.4301,884.072,-133.317,128892
-0.426605,0.435853,0.79249,433.172
618.417,119.254,676.15,19904.4
